,difference_in_rates,discharge_year,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zip_code,pdi_name,pdi_number,risk_adjusted_rate_per_100_000_people
16654,-90.45,2009,90.45,0.0,12405,Asthma,PDI_14,0.0
16655,-101.46,2010,101.46,0.0,12405,Asthma,PDI_14,0.0
16656,-93.3,2011,93.3,0.0,12405,Asthma,PDI_14,0.0
16657,-85.52,2012,85.52,0.0,12405,Asthma,PDI_14,0.0
16682,-132.74,2009,132.74,0.0,12406,Asthma,PDI_14,0.0
16683,-123.45,2010,123.45,0.0,12406,Asthma,PDI_14,0.0
16684,-114.42,2011,114.42,0.0,12406,Asthma,PDI_14,0.0
16685,-117.21,2012,117.21,0.0,12406,Asthma,PDI_14,0.0
16709,-121.41,2009,121.41,0.0,12409,Asthma,PDI_14,0.0
16710,-108.73,2010,108.73,0.0,12409,Asthma,PDI_14,0.0
16711,-115.75,2011,115.75,0.0,12409,Asthma,PDI_14,0.0
16712,-134.31,2012,134.31,0.0,12409,Asthma,PDI_14,0.0
16737,-122.69,2009,122.69,0.0,12410,Asthma,PDI_14,0.0
16738,-126.34,2010,126.34,0.0,12410,Asthma,PDI_14,0.0
16739,-93.39,2011,93.39,0.0,12410,Asthma,PDI_14,0.0
16740,-109.61,2012,109.61,0.0,12410,Asthma,PDI_14,0.0
16765,-104.53,2009,104.53,0.0,12411,Asthma,PDI_14,0.0
16766,-111.23,2010,111.23,0.0,12411,Asthma,PDI_14,0.0
16767,-101.96,2011,101.96,0.0,12411,Asthma,PDI_14,0.0
16768,-82.7,2012,82.7,0.0,12411,Asthma,PDI_14,0.0
16793,-124.2,2009,124.2,0.0,12412,Asthma,PDI_14,0.0
16794,-114.17,2010,114.17,0.0,12412,Asthma,PDI_14,0.0
16795,-129.72,2011,129.72,0.0,12412,Asthma,PDI_14,0.0
16796,-154.69,2012,154.69,0.0,12412,Asthma,PDI_14,0.0
16821,21.21,2009,141.39,162.6,12413,Asthma,PDI_14,279.41
16822,57.04,2010,110.75,167.79,12413,Asthma,PDI_14,311.76
16823,56.83,2011,114.99,171.82,12413,Asthma,PDI_14,308.22
16824,-108.68,2012,108.68,0.0,12413,Asthma,PDI_14,0.0
16849,47.06,2009,176.45,223.51,12414,Asthma,PDI_14,307.75
16850,-99.58,2010,145.9,46.32,12414,Asthma,PDI_14,65.33
16851,-106.17,2011,151.98,45.81,12414,Asthma,PDI_14,62.17
16852,-159.32,2012,159.32,0.0,12414,Asthma,PDI_14,0.0
16877,-175.26,2009,175.26,0.0,12416,Asthma,PDI_14,0.0
16878,-139.6,2010,139.6,0.0,12416,Asthma,PDI_14,0.0
16879,-152.81,2011,152.81,0.0,12416,Asthma,PDI_14,0.0
16880,-133.6,2012,133.6,0.0,12416,Asthma,PDI_14,0.0
16905,-107.37,2009,107.37,0.0,12418,Asthma,PDI_14,0.0
16906,-95.72,2010,95.72,0.0,12418,Asthma,PDI_14,0.0
16907,-88.63,2011,88.63,0.0,12418,Asthma,PDI_14,0.0
16908,-101.17,2012,101.17,0.0,12418,Asthma,PDI_14,0.0
16933,-120.67,2009,120.67,0.0,12419,Asthma,PDI_14,0.0
16934,-121.76,2010,121.76,0.0,12419,Asthma,PDI_14,0.0
16935,-136.72,2011,136.72,0.0,12419,Asthma,PDI_14,0.0
16936,-151.29,2012,151.29,0.0,12419,Asthma,PDI_14,0.0
16961,-108.36,2009,108.36,0.0,12421,Asthma,PDI_14,0.0
16962,-145.8,2010,145.8,0.0,12421,Asthma,PDI_14,0.0
16963,-121.98,2011,121.98,0.0,12421,Asthma,PDI_14,0.0
16964,-80.9,2012,80.9,0.0,12421,Asthma,PDI_14,0.0
16989,-87.7,2009,87.7,0.0,12422,Asthma,PDI_14,0.0
16990,-97.02,2010,97.02,0.0,12422,Asthma,PDI_14,0.0
16991,-76.79,2011,76.79,0.0,12422,Asthma,PDI_14,0.0
16992,-67.07,2012,67.07,0.0,12422,Asthma,PDI_14,0.0
17017,-106.19,2009,106.19,0.0,12423,Asthma,PDI_14,0.0
17018,-96.07,2010,96.07,0.0,12423,Asthma,PDI_14,0.0
17019,-83.48,2011,83.48,0.0,12423,Asthma,PDI_14,0.0
17020,418.62,2012,91.58,510.2,12423,Asthma,PDI_14,1172.09
17045,-109.35,2009,109.35,0.0,12424,Asthma,PDI_14,0.0
17046,-98.16,2010,98.16,0.0,12424,Asthma,PDI_14,0.0
17047,-88.53,2011,88.53,0.0,12424,Asthma,PDI_14,0.0
17048,-129.23,2012,129.23,0.0,12424,Asthma,PDI_14,0.0
17073,-105.84,2009,105.84,0.0,12427,Asthma,PDI_14,0.0
17074,-92.81,2010,92.81,0.0,12427,Asthma,PDI_14,0.0
17075,-84.43,2011,84.43,0.0,12427,Asthma,PDI_14,0.0
17076,-125.29,2012,125.29,0.0,12427,Asthma,PDI_14,0.0
17101,-169.81,2009,232.66,62.85,12428,Asthma,PDI_14,65.64
17102,-64.62,2010,191.93,127.31,12428,Asthma,PDI_14,136.49
17103,-2.02,2011,194.2,192.18,12428,Asthma,PDI_14,204.13
17104,-24.45,2012,214.32,189.87,12428,Asthma,PDI_14,186.39
17129,-153.8,2009,153.8,0.0,12430,Asthma,PDI_14,0.0
17130,-128.23,2010,128.23,0.0,12430,Asthma,PDI_14,0.0
17131,-121.9,2011,121.9,0.0,12430,Asthma,PDI_14,0.0
17132,-131.19,2012,131.19,0.0,12430,Asthma,PDI_14,0.0
17157,-114.67,2009,114.67,0.0,12431,Asthma,PDI_14,0.0
17158,-93.46,2010,93.46,0.0,12431,Asthma,PDI_14,0.0
17159,-105.4,2011,105.4,0.0,12431,Asthma,PDI_14,0.0
17160,-93.55,2012,93.55,0.0,12431,Asthma,PDI_14,0.0
17185,-113.36,2009,113.36,0.0,12433,Asthma,PDI_14,0.0
17186,-98.31,2010,98.31,0.0,12433,Asthma,PDI_14,0.0
17187,-110.83,2011,110.83,0.0,12433,Asthma,PDI_14,0.0
17188,-120.62,2012,120.62,0.0,12433,Asthma,PDI_14,0.0
17213,-155.14,2009,155.14,0.0,12435,Asthma,PDI_14,0.0
17214,-141.45,2010,141.45,0.0,12435,Asthma,PDI_14,0.0
17215,-172.66,2011,172.66,0.0,12435,Asthma,PDI_14,0.0
17216,-123.44,2012,123.44,0.0,12435,Asthma,PDI_14,0.0
17241,-81.69,2009,81.69,0.0,12439,Asthma,PDI_14,0.0
17242,-85.88,2010,85.88,0.0,12439,Asthma,PDI_14,0.0
17243,-83.19,2011,83.19,0.0,12439,Asthma,PDI_14,0.0
17244,-99.52,2012,99.52,0.0,12439,Asthma,PDI_14,0.0
17269,-138.71,2009,138.71,0.0,12440,Asthma,PDI_14,0.0
17270,-114.0,2010,114.0,0.0,12440,Asthma,PDI_14,0.0
17271,198.72,2011,108.98,307.69,12440,Asthma,PDI_14,582.43
17272,-110.43,2012,110.43,0.0,12440,Asthma,PDI_14,0.0
17297,-107.68,2009,107.68,0.0,12442,Asthma,PDI_14,0.0
17298,-101.66,2010,101.66,0.0,12442,Asthma,PDI_14,0.0
17299,-106.5,2011,106.5,0.0,12442,Asthma,PDI_14,0.0
17300,-122.98,2012,122.98,0.0,12442,Asthma,PDI_14,0.0
17325,-122.46,2009,122.46,0.0,12443,Asthma,PDI_14,0.0
17326,54.84,2010,100.68,155.52,12443,Asthma,PDI_14,317.86
17327,-113.72,2011,113.72,0.0,12443,Asthma,PDI_14,0.0
17328,176.36,2012,114.34,290.7,12443,Asthma,PDI_14,534.92
17353,-96.69,2009,96.69,0.0,12444,Asthma,PDI_14,0.0
17354,-95.63,2010,95.63,0.0,12444,Asthma,PDI_14,0.0
17355,-118.71,2011,118.71,0.0,12444,Asthma,PDI_14,0.0
17356,-83.52,2012,83.52,0.0,12444,Asthma,PDI_14,0.0
17372,-111.46,2012,111.46,0.0,12472,Asthma,PDI_14,0.0
17382,54.55,2009,140.95,195.5,12446,Asthma,PDI_14,336.98
17383,-118.38,2010,118.38,0.0,12446,Asthma,PDI_14,0.0
17384,-120.3,2011,120.3,0.0,12446,Asthma,PDI_14,0.0
17385,-21.06,2012,116.48,95.42,12446,Asthma,PDI_14,172.35
17410,-201.4,2010,201.4,0.0,12448,Asthma,PDI_14,0.0
17411,-58.82,2011,58.82,0.0,12448,Asthma,PDI_14,0.0
17412,-58.24,2012,58.24,0.0,12448,Asthma,PDI_14,0.0
17431,18.43,2009,136.37,154.8,12449,Asthma,PDI_14,275.78
17432,-113.27,2010,113.27,0.0,12449,Asthma,PDI_14,0.0
17433,-118.13,2011,118.13,0.0,12449,Asthma,PDI_14,0.0
17434,-127.14,2012,127.14,0.0,12449,Asthma,PDI_14,0.0
17459,-136.27,2009,136.27,0.0,12450,Asthma,PDI_14,0.0
17460,-114.58,2010,114.58,0.0,12450,Asthma,PDI_14,0.0
17461,-104.73,2011,104.73,0.0,12450,Asthma,PDI_14,0.0
17462,-114.71,2012,114.71,0.0,12450,Asthma,PDI_14,0.0
17487,-120.12,2009,120.12,0.0,12451,Asthma,PDI_14,0.0
17488,-95.77,2010,95.77,0.0,12451,Asthma,PDI_14,0.0
17489,240.25,2011,101.05,341.3,12451,Asthma,PDI_14,696.73
17490,-113.55,2012,113.55,0.0,12451,Asthma,PDI_14,0.0
17515,-80.69,2009,80.69,0.0,12454,Asthma,PDI_14,0.0
17516,-91.17,2010,91.17,0.0,12454,Asthma,PDI_14,0.0
17517,-110.36,2011,110.36,0.0,12454,Asthma,PDI_14,0.0
17518,-84.36,2012,84.36,0.0,12454,Asthma,PDI_14,0.0
17543,144.9,2009,145.8,290.7,12455,Asthma,PDI_14,484.42
17544,-116.32,2010,116.32,0.0,12455,Asthma,PDI_14,0.0
17545,-114.45,2011,114.45,0.0,12455,Asthma,PDI_14,0.0
17546,-117.23,2012,117.23,0.0,12455,Asthma,PDI_14,0.0
17571,-164.34,2009,164.34,0.0,12456,Asthma,PDI_14,0.0
17572,-125.37,2010,125.37,0.0,12456,Asthma,PDI_14,0.0
17573,-105.65,2011,105.65,0.0,12456,Asthma,PDI_14,0.0
17574,-118.49,2012,118.49,0.0,12456,Asthma,PDI_14,0.0
17599,-133.48,2009,133.48,0.0,12457,Asthma,PDI_14,0.0
17600,-113.43,2010,113.43,0.0,12457,Asthma,PDI_14,0.0
17601,-145.41,2011,145.41,0.0,12457,Asthma,PDI_14,0.0
17602,-114.24,2012,114.24,0.0,12457,Asthma,PDI_14,0.0
17627,-147.42,2009,147.42,0.0,12458,Asthma,PDI_14,0.0
17628,-125.64,2010,125.64,0.0,12458,Asthma,PDI_14,0.0
17629,83.33,2011,129.89,213.22,12458,Asthma,PDI_14,338.62
17630,56.77,2012,138.54,195.31,12458,Asthma,PDI_14,296.61
17655,-109.77,2009,109.77,0.0,12460,Asthma,PDI_14,0.0
17656,-96.58,2010,96.58,0.0,12460,Asthma,PDI_14,0.0
17657,-94.78,2011,94.78,0.0,12460,Asthma,PDI_14,0.0
17658,-92.81,2012,92.81,0.0,12460,Asthma,PDI_14,0.0
17683,-120.61,2009,120.61,0.0,12461,Asthma,PDI_14,0.0
17684,-104.55,2010,104.55,0.0,12461,Asthma,PDI_14,0.0
17685,-110.18,2011,110.18,0.0,12461,Asthma,PDI_14,0.0
17686,-119.77,2012,119.77,0.0,12461,Asthma,PDI_14,0.0
17711,-122.55,2009,122.55,0.0,12463,Asthma,PDI_14,0.0
17712,-99.67,2010,99.67,0.0,12463,Asthma,PDI_14,0.0
17713,-104.28,2011,104.28,0.0,12463,Asthma,PDI_14,0.0
17714,183.71,2012,97.2,280.9,12463,Asthma,PDI_14,608.04
17739,-137.09,2009,137.09,0.0,12464,Asthma,PDI_14,0.0
17740,-118.14,2010,118.14,0.0,12464,Asthma,PDI_14,0.0
17741,-133.53,2011,133.53,0.0,12464,Asthma,PDI_14,0.0
17742,-125.25,2012,125.25,0.0,12464,Asthma,PDI_14,0.0
17767,-151.64,2009,151.64,0.0,12465,Asthma,PDI_14,0.0
17768,-102.15,2010,102.15,0.0,12465,Asthma,PDI_14,0.0
17769,-102.13,2011,102.13,0.0,12465,Asthma,PDI_14,0.0
17770,-111.55,2012,111.55,0.0,12465,Asthma,PDI_14,0.0
17795,8.38,2009,146.66,155.04,12466,Asthma,PDI_14,256.84
17796,-117.92,2010,117.92,0.0,12466,Asthma,PDI_14,0.0
17797,33.12,2011,121.68,154.8,12466,Asthma,PDI_14,262.42
17798,15.03,2012,153.89,168.92,12466,Asthma,PDI_14,230.94
17823,-106.69,2009,106.69,0.0,12468,Asthma,PDI_14,0.0
17824,-91.29,2010,91.29,0.0,12468,Asthma,PDI_14,0.0
17825,259.11,2011,94.25,353.36,12468,Asthma,PDI_14,773.35
17826,-85.08,2012,85.08,0.0,12468,Asthma,PDI_14,0.0
17851,-129.24,2009,129.24,0.0,12469,Asthma,PDI_14,0.0
17852,-105.74,2010,105.74,0.0,12469,Asthma,PDI_14,0.0
17853,-112.55,2011,112.55,0.0,12469,Asthma,PDI_14,0.0
17854,-102.45,2012,102.45,0.0,12469,Asthma,PDI_14,0.0
17879,-114.8,2009,114.8,0.0,12470,Asthma,PDI_14,0.0
17880,-88.84,2010,88.84,0.0,12470,Asthma,PDI_14,0.0
17881,-94.28,2011,94.28,0.0,12470,Asthma,PDI_14,0.0
17882,-97.78,2012,97.78,0.0,12470,Asthma,PDI_14,0.0
17907,-128.61,2009,128.61,0.0,12472,Asthma,PDI_14,0.0
17908,157.34,2010,102.4,259.74,12472,Asthma,PDI_14,521.97
17909,-104.77,2011,104.77,0.0,12472,Asthma,PDI_14,0.0
17934,-124.51,2009,124.51,0.0,12473,Asthma,PDI_14,0.0
17935,-101.16,2010,101.16,0.0,12473,Asthma,PDI_14,0.0
17936,-93.32,2011,93.32,0.0,12473,Asthma,PDI_14,0.0
17937,-99.58,2012,99.58,0.0,12473,Asthma,PDI_14,0.0
17962,-131.59,2009,131.59,0.0,12474,Asthma,PDI_14,0.0
17963,-115.15,2010,115.15,0.0,12474,Asthma,PDI_14,0.0
17964,-110.59,2011,110.59,0.0,12474,Asthma,PDI_14,0.0
17965,-90.94,2012,90.94,0.0,12474,Asthma,PDI_14,0.0
17990,-112.62,2009,136.42,23.8,12477,Asthma,PDI_14,42.38
17991,-94.7,2010,118.95,24.25,12477,Asthma,PDI_14,41.95
17992,-96.02,2011,120.97,24.95,12477,Asthma,PDI_14,42.55
17993,-24.76,2012,122.46,97.7,12477,Asthma,PDI_14,167.86
18018,-123.47,2009,123.47,0.0,12480,Asthma,PDI_14,0.0
18019,-106.79,2010,106.79,0.0,12480,Asthma,PDI_14,0.0
18020,-112.56,2011,112.56,0.0,12480,Asthma,PDI_14,0.0
18021,-135.39,2012,135.39,0.0,12480,Asthma,PDI_14,0.0
18046,243.05,2009,128.7,371.75,12481,Asthma,PDI_14,701.76
18047,311.84,2010,103.1,414.94,12481,Asthma,PDI_14,828.16
18048,-102.26,2011,102.26,0.0,12481,Asthma,PDI_14,0.0
18049,-134.7,2012,134.7,0.0,12481,Asthma,PDI_14,0.0
18074,-92.56,2009,92.56,0.0,12482,Asthma,PDI_14,0.0
18075,-102.43,2010,102.43,0.0,12482,Asthma,PDI_14,0.0
18076,-102.2,2011,102.2,0.0,12482,Asthma,PDI_14,0.0
18077,-98.23,2012,98.23,0.0,12482,Asthma,PDI_14,0.0
18102,-126.71,2009,126.71,0.0,12484,Asthma,PDI_14,0.0
18103,-105.75,2010,105.75,0.0,12484,Asthma,PDI_14,0.0
18104,-103.11,2011,103.11,0.0,12484,Asthma,PDI_14,0.0
18105,-112.82,2012,112.82,0.0,12484,Asthma,PDI_14,0.0
18130,421.74,2009,149.69,571.43,12485,Asthma,PDI_14,927.46
18131,-111.55,2010,111.55,0.0,12485,Asthma,PDI_14,0.0
18132,-122.22,2011,122.22,0.0,12485,Asthma,PDI_14,0.0
18133,-113.31,2012,113.31,0.0,12485,Asthma,PDI_14,0.0
18158,-123.56,2009,123.56,0.0,12486,Asthma,PDI_14,0.0
18159,-94.63,2010,94.63,0.0,12486,Asthma,PDI_14,0.0
18160,-95.72,2011,95.72,0.0,12486,Asthma,PDI_14,0.0
18161,-98.43,2012,98.43,0.0,12486,Asthma,PDI_14,0.0
18186,122.15,2009,124.16,246.31,12487,Asthma,PDI_14,481.96
18187,-105.46,2010,105.46,0.0,12487,Asthma,PDI_14,0.0
18188,-100.93,2011,100.93,0.0,12487,Asthma,PDI_14,0.0
18189,-121.03,2012,121.03,0.0,12487,Asthma,PDI_14,0.0
18214,-133.44,2009,133.44,0.0,12491,Asthma,PDI_14,0.0
18215,-100.93,2010,100.93,0.0,12491,Asthma,PDI_14,0.0
18216,-106.37,2011,106.37,0.0,12491,Asthma,PDI_14,0.0
18217,-116.26,2012,116.26,0.0,12491,Asthma,PDI_14,0.0
18242,-105.88,2009,105.88,0.0,12492,Asthma,PDI_14,0.0
18243,-94.19,2010,94.19,0.0,12492,Asthma,PDI_14,0.0
18244,-86.22,2011,86.22,0.0,12492,Asthma,PDI_14,0.0
18245,-114.15,2012,114.15,0.0,12492,Asthma,PDI_14,0.0
18270,-150.38,2009,150.38,0.0,12494,Asthma,PDI_14,0.0
18271,-92.66,2010,92.66,0.0,12494,Asthma,PDI_14,0.0
18272,-112.53,2011,112.53,0.0,12494,Asthma,PDI_14,0.0
18273,-109.35,2012,109.35,0.0,12494,Asthma,PDI_14,0.0
18298,-82.7,2009,82.7,0.0,12495,Asthma,PDI_14,0.0
18299,-128.92,2010,128.92,0.0,12495,Asthma,PDI_14,0.0
18300,-148.71,2011,148.71,0.0,12495,Asthma,PDI_14,0.0
18301,-141.35,2012,141.35,0.0,12495,Asthma,PDI_14,0.0
18326,-129.18,2009,129.18,0.0,12496,Asthma,PDI_14,0.0
18327,-86.38,2010,86.38,0.0,12496,Asthma,PDI_14,0.0
18328,-98.64,2011,98.64,0.0,12496,Asthma,PDI_14,0.0
18329,-99.43,2012,99.43,0.0,12496,Asthma,PDI_14,0.0
18354,150.4,2009,144.15,294.55,12498,Asthma,PDI_14,496.45
18355,-120.2,2010,120.2,0.0,12498,Asthma,PDI_14,0.0
18356,-123.91,2011,123.91,0.0,12498,Asthma,PDI_14,0.0
18357,-135.18,2012,135.18,0.0,12498,Asthma,PDI_14,0.0
18382,-144.15,2009,144.15,0.0,12501,Asthma,PDI_14,0.0
18383,-129.6,2010,129.6,0.0,12501,Asthma,PDI_14,0.0
18384,-129.18,2011,129.18,0.0,12501,Asthma,PDI_14,0.0
18385,-128.86,2012,128.86,0.0,12501,Asthma,PDI_14,0.0
18410,-114.59,2009,114.59,0.0,12502,Asthma,PDI_14,0.0
18411,558.9,2010,112.24,671.14,12502,Asthma,PDI_14,1230.46
18412,-95.14,2011,95.14,0.0,12502,Asthma,PDI_14,0.0
18413,-106.01,2012,106.01,0.0,12502,Asthma,PDI_14,0.0
18438,-136.42,2009,136.42,0.0,12503,Asthma,PDI_14,0.0
18439,-110.18,2010,110.18,0.0,12503,Asthma,PDI_14,0.0
18440,-121.96,2011,121.96,0.0,12503,Asthma,PDI_14,0.0
18441,-120.13,2012,120.13,0.0,12503,Asthma,PDI_14,0.0
18466,-91.36,2009,91.36,0.0,12507,Asthma,PDI_14,0.0
18467,-83.35,2010,83.35,0.0,12507,Asthma,PDI_14,0.0
18468,-94.51,2011,94.51,0.0,12507,Asthma,PDI_14,0.0
18469,-149.61,2012,149.61,0.0,12507,Asthma,PDI_14,0.0
18493,-120.7,2012,120.7,0.0,12515,Asthma,PDI_14,0.0
18495,69.24,2009,257.97,327.21,12508,Asthma,PDI_14,308.16
18496,-42.34,2010,220.68,178.34,12508,Asthma,PDI_14,166.3
18497,-123.25,2011,224.72,101.47,12508,Asthma,PDI_14,93.14
18498,18.88,2012,221.33,240.21,12508,Asthma,PDI_14,228.34
18523,-152.19,2009,152.19,0.0,12513,Asthma,PDI_14,0.0
18524,-113.05,2010,113.05,0.0,12513,Asthma,PDI_14,0.0
18525,-118.72,2011,118.72,0.0,12513,Asthma,PDI_14,0.0
18526,-122.94,2012,122.94,0.0,12513,Asthma,PDI_14,0.0
18551,-117.36,2009,117.36,0.0,12514,Asthma,PDI_14,0.0
18552,-101.01,2010,101.01,0.0,12514,Asthma,PDI_14,0.0
18553,-100.76,2011,100.76,0.0,12514,Asthma,PDI_14,0.0
18554,-107.96,2012,107.96,0.0,12514,Asthma,PDI_14,0.0
18579,-150.33,2009,150.33,0.0,12515,Asthma,PDI_14,0.0
18580,201.36,2010,125.45,326.8,12515,Asthma,PDI_14,536.07
18581,218.39,2011,132.5,350.88,12515,Asthma,PDI_14,546.27
18606,-130.37,2009,130.37,0.0,12516,Asthma,PDI_14,0.0
18607,-108.05,2010,108.05,0.0,12516,Asthma,PDI_14,0.0
18608,-105.4,2011,105.4,0.0,12516,Asthma,PDI_14,0.0
18609,-106.45,2012,106.45,0.0,12516,Asthma,PDI_14,0.0
18634,-135.96,2009,135.96,0.0,12517,Asthma,PDI_14,0.0
18635,-124.15,2010,124.15,0.0,12517,Asthma,PDI_14,0.0
18636,-124.56,2011,124.56,0.0,12517,Asthma,PDI_14,0.0
18637,-117.05,2012,117.05,0.0,12517,Asthma,PDI_14,0.0
18662,-152.84,2009,152.84,0.0,12518,Asthma,PDI_14,0.0
18663,-61.92,2010,131.56,69.64,12518,Asthma,PDI_14,108.92
18664,2.79,2011,129.75,132.54,12518,Asthma,PDI_14,210.71
18665,-121.35,2012,121.35,0.0,12518,Asthma,PDI_14,0.0
18690,6.84,2009,130.9,137.74,12520,Asthma,PDI_14,255.65
18691,-105.76,2010,105.76,0.0,12520,Asthma,PDI_14,0.0
18692,-108.04,2011,108.04,0.0,12520,Asthma,PDI_14,0.0
18693,-101.43,2012,101.43,0.0,12520,Asthma,PDI_14,0.0
18718,-147.9,2009,147.9,0.0,12521,Asthma,PDI_14,0.0
18719,-125.15,2010,125.15,0.0,12521,Asthma,PDI_14,0.0
18720,309.47,2011,129.13,438.6,12521,Asthma,PDI_14,700.64
18721,-116.37,2012,116.37,0.0,12521,Asthma,PDI_14,0.0
18746,-139.61,2009,139.61,0.0,12522,Asthma,PDI_14,0.0
18747,-117.16,2010,117.16,0.0,12522,Asthma,PDI_14,0.0
18748,-23.45,2011,116.73,93.28,12522,Asthma,PDI_14,164.85
18749,-141.13,2012,141.13,0.0,12522,Asthma,PDI_14,0.0
18774,-121.22,2009,121.22,0.0,12523,Asthma,PDI_14,0.0
18775,-101.92,2010,101.92,0.0,12523,Asthma,PDI_14,0.0
18776,-102.96,2011,102.96,0.0,12523,Asthma,PDI_14,0.0
18777,-129.9,2012,129.9,0.0,12523,Asthma,PDI_14,0.0
18802,-10.21,2009,156.36,146.15,12524,Asthma,PDI_14,227.08
18803,19.8,2010,127.8,147.6,12524,Asthma,PDI_14,237.65
18804,-54.03,2011,128.02,73.99,12524,Asthma,PDI_14,119.22
18805,-0.9,2012,163.29,162.39,12524,Asthma,PDI_14,209.24
18830,-4.21,2009,137.54,133.33,12525,Asthma,PDI_14,235.53
18831,145.92,2010,115.86,261.78,12525,Asthma,PDI_14,464.95
18832,-114.45,2011,114.45,0.0,12525,Asthma,PDI_14,0.0
18833,22.69,2012,109.06,131.75,12525,Asthma,PDI_14,254.16
18858,-140.4,2009,140.4,0.0,12526,Asthma,PDI_14,0.0
18859,-110.34,2010,110.34,0.0,12526,Asthma,PDI_14,0.0
18860,-108.38,2011,108.38,0.0,12526,Asthma,PDI_14,0.0
18861,23.6,2012,121.12,144.72,12526,Asthma,PDI_14,251.38
18886,-65.2,2009,159.07,93.87,12528,Asthma,PDI_14,143.37
18887,59.71,2010,132.6,192.31,12528,Asthma,PDI_14,298.44
18888,26.36,2011,135.92,162.28,12528,Asthma,PDI_14,246.28
18889,-41.33,2012,136.24,94.91,12528,Asthma,PDI_14,146.56
18914,-119.21,2009,119.21,0.0,12529,Asthma,PDI_14,0.0
18915,-96.65,2010,96.65,0.0,12529,Asthma,PDI_14,0.0
18916,-103.41,2011,103.41,0.0,12529,Asthma,PDI_14,0.0
18917,-95.51,2012,95.51,0.0,12529,Asthma,PDI_14,0.0
18942,-126.68,2009,126.68,0.0,12531,Asthma,PDI_14,0.0
18943,14.94,2010,104.96,119.9,12531,Asthma,PDI_14,235.07
18944,-105.99,2011,105.99,0.0,12531,Asthma,PDI_14,0.0
18945,-98.3,2012,98.3,0.0,12531,Asthma,PDI_14,0.0
18970,69.32,2009,136.38,205.7,12533,Asthma,PDI_14,366.44
18971,-48.21,2010,111.78,63.57,12533,Asthma,PDI_14,117.03
18972,-1.17,2011,111.25,110.08,12533,Asthma,PDI_14,204.12
18973,-2.31,2012,121.84,119.53,12533,Asthma,PDI_14,206.4
18998,-56.1,2009,213.79,157.69,12534,Asthma,PDI_14,179.19
18999,-151.43,2010,178.11,26.68,12534,Asthma,PDI_14,30.83
19000,-130.56,2011,183.94,53.38,12534,Asthma,PDI_14,59.86
19001,-98.61,2012,198.41,99.8,12534,Asthma,PDI_14,105.83
19026,5.68,2009,147.12,152.79,12538,Asthma,PDI_14,252.32
19027,77.29,2010,124.32,201.61,12538,Asthma,PDI_14,333.72
19028,-5.62,2011,123.5,117.88,12538,Asthma,PDI_14,196.88
19029,-55.66,2012,129.52,73.86,12538,Asthma,PDI_14,119.97
19054,25.25,2009,124.38,149.63,12540,Asthma,PDI_14,292.27
19055,-53.65,2010,103.75,50.1,12540,Asthma,PDI_14,99.37
19056,6.66,2011,104.2,110.86,12540,Asthma,PDI_14,219.47
19057,-101.7,2012,101.7,0.0,12540,Asthma,PDI_14,0.0
19082,-135.86,2009,135.86,0.0,12542,Asthma,PDI_14,0.0
19083,-29.37,2010,113.69,84.32,12542,Asthma,PDI_14,152.61
19084,47.49,2011,117.8,165.29,12542,Asthma,PDI_14,289.43
19085,181.32,2012,122.4,303.72,12542,Asthma,PDI_14,522.07
19110,-236.61,2009,236.61,0.0,12543,Asthma,PDI_14,0.0
19111,-98.15,2010,203.75,105.6,12543,Asthma,PDI_14,106.65
19112,-2.99,2011,208.75,205.76,12543,Asthma,PDI_14,203.32
19113,-84.72,2012,210.03,125.31,12543,Asthma,PDI_14,125.53
19138,-40.74,2009,133.94,93.2,12545,Asthma,PDI_14,169.05
19139,-10.88,2010,109.31,98.43,12545,Asthma,PDI_14,185.28
19140,-111.92,2011,111.92,0.0,12545,Asthma,PDI_14,0.0
19141,-23.12,2012,110.3,87.18,12545,Asthma,PDI_14,166.29
19166,-131.76,2009,131.76,0.0,12546,Asthma,PDI_14,0.0
19167,-113.2,2010,113.2,0.0,12546,Asthma,PDI_14,0.0
19168,-112.34,2011,112.34,0.0,12546,Asthma,PDI_14,0.0
19169,-127.02,2012,127.02,0.0,12546,Asthma,PDI_14,0.0
19194,-137.56,2009,137.56,0.0,12547,Asthma,PDI_14,0.0
19195,-111.78,2010,111.78,0.0,12547,Asthma,PDI_14,0.0
19196,82.45,2011,110.6,193.05,12547,Asthma,PDI_14,360.05
19197,52.16,2012,122.36,174.52,12547,Asthma,PDI_14,300.08
19200,105.17,2010,104.91,210.08,12566,Asthma,PDI_14,412.08
19223,435.15,2009,151.36,586.51,12548,Asthma,PDI_14,941.41
19224,162.48,2010,131.64,294.12,12548,Asthma,PDI_14,459.75
19225,-130.16,2011,130.16,0.0,12548,Asthma,PDI_14,0.0
19226,-145.49,2012,145.49,0.0,12548,Asthma,PDI_14,0.0
19251,-31.52,2009,151.62,120.1,12549,Asthma,PDI_14,192.44
19252,-46.62,2010,127.33,80.71,12549,Asthma,PDI_14,130.44
19253,-16.7,2011,130.04,113.34,12549,Asthma,PDI_14,179.78
19254,-132.69,2012,132.69,0.0,12549,Asthma,PDI_14,0.0
19279,-6.09,2009,315.26,309.17,12550,Asthma,PDI_14,238.26
