,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zipcode,pqi_name,pqi_number,year
48393,430.21,349.47,12533,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48394,403.15,267.74,12533,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48395,402.49,220.22,12533,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48396,404.14,144.1,12533,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48425,62.26,48.29,12533,Asthma in Younger Adults,PQI_15,2009
48426,49.28,0.0,12533,Asthma in Younger Adults,PQI_15,2010
48427,48.62,0.0,12533,Asthma in Younger Adults,PQI_15,2011
48428,51.7,0.0,12533,Asthma in Younger Adults,PQI_15,2012
48465,576.73,881.98,12534,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48466,538.23,849.42,12534,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48468,528.22,730.62,12534,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48469,509.08,798.71,12534,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48498,83.05,126.72,12534,Asthma in Younger Adults,PQI_15,2009
48499,65.67,126.72,12534,Asthma in Younger Adults,PQI_15,2010
48500,64.9,125.62,12534,Asthma in Younger Adults,PQI_15,2011
48501,67.76,212.63,12534,Asthma in Younger Adults,PQI_15,2012
48537,516.67,567.6,12538,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48538,481.03,451.77,12538,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48539,480.7,559.13,12538,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48540,463.54,920.7,12538,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48569,62.48,53.24,12538,Asthma in Younger Adults,PQI_15,2009
48570,49.06,0.0,12538,Asthma in Younger Adults,PQI_15,2010
48571,47.96,54.01,12538,Asthma in Younger Adults,PQI_15,2011
48572,52.25,50.49,12538,Asthma in Younger Adults,PQI_15,2012
48609,439.12,263.56,12540,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48610,405.79,233.42,12540,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48611,408.54,228.36,12540,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48612,394.79,214.06,12540,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48641,59.62,48.51,12540,Asthma in Younger Adults,PQI_15,2009
48642,46.97,47.3,12540,Asthma in Younger Adults,PQI_15,2010
48643,45.98,57.64,12540,Asthma in Younger Adults,PQI_15,2011
48644,48.62,56.87,12540,Asthma in Younger Adults,PQI_15,2012
48681,463.54,678.48,12542,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48682,431.86,561.99,12542,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48683,435.27,284.24,12542,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48684,448.91,697.95,12542,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48713,64.46,67.54,12542,Asthma in Younger Adults,PQI_15,2009
48714,51.04,67.65,12542,Asthma in Younger Adults,PQI_15,2010
48715,51.92,140.8,12542,Asthma in Younger Adults,PQI_15,2011
48716,57.31,0.0,12542,Asthma in Younger Adults,PQI_15,2012
48753,479.82,1032.35,12543,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48754,443.19,1086.25,12543,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48755,443.96,1621.29,12543,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48756,429.11,1305.04,12543,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48785,91.63,0.0,12543,Asthma in Younger Adults,PQI_15,2009
48786,74.36,0.0,12543,Asthma in Younger Adults,PQI_15,2010
48787,75.35,93.5,12543,Asthma in Younger Adults,PQI_15,2011
48788,75.57,117.7,12543,Asthma in Younger Adults,PQI_15,2012
48826,501.71,268.73,12545,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48827,473.22,358.16,12545,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48828,468.82,360.14,12545,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48829,445.94,338.47,12545,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48858,61.49,0.0,12545,Asthma in Younger Adults,PQI_15,2009
48859,47.85,0.0,12545,Asthma in Younger Adults,PQI_15,2010
48860,48.07,0.0,12545,Asthma in Younger Adults,PQI_15,2011
48861,49.61,177.98,12545,Asthma in Younger Adults,PQI_15,2012
48899,498.63,0.0,12546,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48900,460.13,0.0,12546,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48901,457.05,0.0,12546,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48902,474.54,0.0,12546,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
48929,57.86,0.0,12546,Asthma in Younger Adults,PQI_15,2009
48930,44.55,0.0,12546,Asthma in Younger Adults,PQI_15,2010
48931,44.99,0.0,12546,Asthma in Younger Adults,PQI_15,2011
48932,47.3,0.0,12546,Asthma in Younger Adults,PQI_15,2012
48970,454.96,625.02,12547,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
48971,419.54,622.6,12547,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
48972,429.66,551.65,12547,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
48973,414.15,713.79,12547,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49003,62.15,131.23,12547,Asthma in Younger Adults,PQI_15,2009
49004,51.59,0.0,12547,Asthma in Younger Adults,PQI_15,2010
49005,49.94,0.0,12547,Asthma in Younger Adults,PQI_15,2011
49006,53.24,0.0,12547,Asthma in Younger Adults,PQI_15,2012
49044,498.63,782.32,12548,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49045,485.43,790.46,12548,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49046,483.12,154.33,12548,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49047,468.16,606.1,12548,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49075,67.65,0.0,12548,Asthma in Younger Adults,PQI_15,2009
49076,53.13,213.18,12548,Asthma in Younger Adults,PQI_15,2010
49077,55.22,558.69,12548,Asthma in Younger Adults,PQI_15,2011
49078,56.76,277.75,12548,Asthma in Younger Adults,PQI_15,2012
49116,456.17,616.11,12549,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49117,430.76,303.82,12549,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49118,425.37,300.74,12549,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49119,419.98,364.21,12549,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49148,68.31,173.25,12549,Asthma in Younger Adults,PQI_15,2009
49149,54.67,33.99,12549,Asthma in Younger Adults,PQI_15,2010
49150,54.56,0.0,12549,Asthma in Younger Adults,PQI_15,2011
49151,57.86,38.28,12549,Asthma in Younger Adults,PQI_15,2012
49188,628.21,605.99,12550,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49190,588.28,643.94,12550,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49191,581.46,560.01,12550,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49192,571.12,591.69,12550,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49221,125.4,109.56,12550,Asthma in Younger Adults,PQI_15,2009
49222,97.13,68.2,12550,Asthma in Younger Adults,PQI_15,2010
49223,95.26,119.9,12550,Asthma in Younger Adults,PQI_15,2011
49224,96.91,38.39,12550,Asthma in Younger Adults,PQI_15,2012
49261,533.39,309.87,12553,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49262,503.25,452.76,12553,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49263,499.62,427.24,12553,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49264,497.86,360.91,12553,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49293,91.19,43.34,12553,Asthma in Younger Adults,PQI_15,2009
49294,71.5,28.71,12553,Asthma in Younger Adults,PQI_15,2010
49295,71.94,63.58,12553,Asthma in Younger Adults,PQI_15,2011
49296,73.48,31.13,12553,Asthma in Younger Adults,PQI_15,2012
49333,496.98,474.87,12561,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49334,467.94,374.88,12561,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49335,470.14,269.28,12561,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49336,462.11,351.45,12561,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49365,72.71,25.3,12561,Asthma in Younger Adults,PQI_15,2009
49366,58.19,0.0,12561,Asthma in Younger Adults,PQI_15,2010
49367,59.62,0.0,12561,Asthma in Younger Adults,PQI_15,2011
49368,55.55,0.0,12561,Asthma in Younger Adults,PQI_15,2012
49405,436.92,202.18,12563,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49406,405.13,227.26,12563,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49407,403.59,147.62,12563,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49408,376.42,143.88,12563,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49436,77.88,0.0,12563,Asthma in Younger Adults,PQI_15,2009
49437,60.5,0.0,12563,Asthma in Younger Adults,PQI_15,2010
49438,60.5,0.0,12563,Asthma in Younger Adults,PQI_15,2011
49439,58.52,0.0,12563,Asthma in Younger Adults,PQI_15,2012
49476,504.68,158.07,12564,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49477,474.43,183.7,12564,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49478,469.59,278.52,12564,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49479,483.67,473.22,12564,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49508,62.48,0.0,12564,Asthma in Younger Adults,PQI_15,2009
49509,49.94,57.53,12564,Asthma in Younger Adults,PQI_15,2010
49510,50.05,0.0,12564,Asthma in Younger Adults,PQI_15,2011
49511,54.78,60.5,12564,Asthma in Younger Adults,PQI_15,2012
49548,442.75,436.04,12566,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49549,413.93,262.79,12566,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49550,414.15,406.67,12566,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49551,417.01,427.24,12566,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49580,63.69,0.0,12566,Asthma in Younger Adults,PQI_15,2009
49581,49.06,0.0,12566,Asthma in Younger Adults,PQI_15,2010
49582,49.72,36.85,12566,Asthma in Younger Adults,PQI_15,2011
49583,52.03,33.55,12566,Asthma in Younger Adults,PQI_15,2012
49620,470.47,123.64,12567,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49621,442.64,245.96,12567,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49622,441.76,182.93,12567,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49623,429.33,190.63,12567,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49652,56.76,0.0,12567,Asthma in Younger Adults,PQI_15,2009
49653,44.22,0.0,12567,Asthma in Younger Adults,PQI_15,2010
49654,44.11,0.0,12567,Asthma in Younger Adults,PQI_15,2011
49655,48.07,0.0,12567,Asthma in Younger Adults,PQI_15,2012
49692,443.63,717.97,12569,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49693,412.83,518.32,12569,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49694,410.63,345.4,12569,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49695,421.41,228.8,12569,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49724,59.62,122.32,12569,Asthma in Younger Adults,PQI_15,2009
49725,47.19,0.0,12569,Asthma in Younger Adults,PQI_15,2010
49726,47.08,42.9,12569,Asthma in Younger Adults,PQI_15,2011
49727,49.06,41.91,12569,Asthma in Younger Adults,PQI_15,2012
49764,411.4,347.16,12570,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49765,385.0,314.82,12570,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49766,387.53,276.65,12570,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49767,376.97,135.19,12570,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49796,61.38,55.77,12570,Asthma in Younger Adults,PQI_15,2009
49797,47.41,0.0,12570,Asthma in Younger Adults,PQI_15,2010
49798,47.63,61.16,12570,Asthma in Younger Adults,PQI_15,2011
49799,46.86,0.0,12570,Asthma in Younger Adults,PQI_15,2012
49836,477.62,318.12,12571,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49837,445.28,273.68,12571,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49838,437.69,159.61,12571,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49839,415.47,300.3,12571,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49868,79.86,22.66,12571,Asthma in Younger Adults,PQI_15,2009
49869,61.71,0.0,12571,Asthma in Younger Adults,PQI_15,2010
49870,60.72,0.0,12571,Asthma in Younger Adults,PQI_15,2011
49871,45.54,32.23,12571,Asthma in Younger Adults,PQI_15,2012
49908,561.77,326.15,12572,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49909,528.33,258.39,12572,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49910,527.78,377.74,12572,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49911,484.33,177.32,12572,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
49940,72.6,0.0,12572,Asthma in Younger Adults,PQI_15,2009
49941,56.87,0.0,12572,Asthma in Younger Adults,PQI_15,2010
49942,59.07,0.0,12572,Asthma in Younger Adults,PQI_15,2011
49943,49.83,46.86,12572,Asthma in Younger Adults,PQI_15,2012
49980,437.36,374.88,12575,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
49981,415.36,320.98,12575,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
49982,412.17,265.54,12575,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
49983,412.39,589.38,12575,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
12,68.2,0.0,12575,Asthma in Younger Adults,PQI_15,2009
13,52.8,0.0,12575,Asthma in Younger Adults,PQI_15,2010
14,52.69,0.0,12575,Asthma in Younger Adults,PQI_15,2011
15,53.57,0.0,12575,Asthma in Younger Adults,PQI_15,2012
53,411.4,455.07,12577,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
54,395.45,284.9,12577,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
55,415.25,217.91,12577,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
56,382.36,351.34,12577,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
85,65.01,0.0,12577,Asthma in Younger Adults,PQI_15,2009
86,53.79,239.25,12577,Asthma in Younger Adults,PQI_15,2010
87,56.1,208.78,12577,Asthma in Younger Adults,PQI_15,2011
88,52.36,0.0,12577,Asthma in Younger Adults,PQI_15,2012
125,427.35,182.49,12578,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
126,398.86,89.98,12578,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
127,407.11,247.17,12578,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
128,413.49,170.94,12578,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
156,59.07,0.0,12578,Asthma in Younger Adults,PQI_15,2009
157,46.2,0.0,12578,Asthma in Younger Adults,PQI_15,2010
158,45.87,0.0,12578,Asthma in Younger Adults,PQI_15,2011
159,50.05,0.0,12578,Asthma in Younger Adults,PQI_15,2012
196,446.82,613.47,12580,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
197,424.16,425.92,12580,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
198,426.58,634.92,12580,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
199,409.86,417.89,12580,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
228,60.39,104.39,12580,Asthma in Younger Adults,PQI_15,2009
229,49.39,0.0,12580,Asthma in Younger Adults,PQI_15,2010
230,48.95,110.55,12580,Asthma in Younger Adults,PQI_15,2011
231,50.16,96.58,12580,Asthma in Younger Adults,PQI_15,2012
269,472.78,73.04,12581,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
270,436.48,156.53,12581,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
271,437.36,284.68,12581,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
272,421.74,299.64,12581,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
300,61.27,0.0,12581,Asthma in Younger Adults,PQI_15,2009
301,48.84,0.0,12581,Asthma in Younger Adults,PQI_15,2010
302,51.15,0.0,12581,Asthma in Younger Adults,PQI_15,2011
303,46.42,0.0,12581,Asthma in Younger Adults,PQI_15,2012
340,398.42,391.16,12582,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
341,373.34,534.49,12582,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
342,363.99,787.05,12582,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
343,417.67,749.98,12582,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
372,58.63,0.0,12582,Asthma in Younger Adults,PQI_15,2009
373,44.33,0.0,12582,Asthma in Younger Adults,PQI_15,2010
374,44.66,0.0,12582,Asthma in Younger Adults,PQI_15,2011
375,82.83,41.58,12582,Asthma in Younger Adults,PQI_15,2012
412,449.46,312.51,12583,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
413,441.32,309.32,12583,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
415,438.02,192.5,12583,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
416,413.05,387.64,12583,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
445,63.14,0.0,12583,Asthma in Younger Adults,PQI_15,2009
446,48.4,0.0,12583,Asthma in Younger Adults,PQI_15,2010
447,49.39,0.0,12583,Asthma in Younger Adults,PQI_15,2011
448,48.95,0.0,12583,Asthma in Younger Adults,PQI_15,2012
485,447.7,549.45,12585,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
486,424.05,178.2,12585,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
487,427.02,660.77,12585,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
488,414.81,0.0,12585,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
516,60.5,0.0,12585,Asthma in Younger Adults,PQI_15,2009
517,47.08,0.0,12585,Asthma in Younger Adults,PQI_15,2010
